0.3,2.0,5.0,0.0,8.340852130325814
0.3,1.95,5.0,0.01,9.488721804511279
0.3,1.95,5.0,0.02,9.488721804511279
0.3,1.9,5.0,0.05,10.268170426065163
0.3,1.95,6.0,0.0,9.729323308270677
0.3,2.0,6.0,0.01,9.288220551378446
0.3,1.9,6.0,0.02,10.320802005012531
0.3,1.95,6.0,0.05,10.300751879699249
0.3,2.0,5.0,0.01,9.002506265664161
0.3,2.0,5.0,0.02,9.027568922305765
0.3,2.0,5.0,0.05,9.155388471177945
0.3,2.1,6.0,0.0,8.576441102756892
0.3,2.0,6.0,0.02,9.659147869674186
0.3,2.0,6.0,0.05,9.31829573934837
0.3,2.1,5.0,0.0,8.030075187969924
0.3,2.1,5.0,0.01,8.293233082706767
0.3,2.1,5.0,0.02,8.333333333333334
0.3,2.1,5.0,0.05,8.416040100250626
0.3,2.1,6.0,0.01,8.771929824561404
0.3,2.1,6.0,0.02,8.869674185463658
0.3,2.1,6.0,0.05,8.829573934837093
0.3,2.2,5.0,0.0,7.87218045112782
0.3,2.2,5.0,0.01,8.012531328320803
0.3,2.2,5.0,0.02,8.185463659147869
0.3,2.2,5.0,0.05,8.278195488721805
0.3,2.2,6.0,0.0,8.233082706766917
0.3,2.2,6.0,0.01,8.553884711779448
0.3,2.2,6.0,0.02,8.802005012531328
0.3,2.2,6.0,0.05,8.706766917293233
0.3,2.3,5.0,0.0,7.6992481203007515
0.3,2.3,5.0,0.01,8.010025062656641
0.3,2.3,5.0,0.02,7.904761904761905
0.3,2.3,5.0,0.05,7.902255639097745
0.3,2.3,6.0,0.0,8.1203007518797
0.3,2.3,6.0,0.01,8.516290726817042
0.3,2.3,6.0,0.02,8.355889724310776
0.3,2.3,6.0,0.05,8.453634085213032
0.3,2.4,5.0,0.0,7.671679197994988
0.3,2.4,5.0,0.01,7.809523809523809
0.3,2.4,5.0,0.02,7.927318295739348
0.3,2.4,5.0,0.05,7.9448621553884715
0.3,2.4,6.0,0.0,8.155388471177945
0.3,2.4,6.0,0.01,8.37593984962406
0.3,2.4,6.0,0.02,8.338345864661655
0.3,2.4,6.0,0.05,8.403508771929825
0.3,2.5,5.0,0.0,7.503759398496241
0.3,2.5,5.0,0.01,7.81704260651629
0.3,2.5,5.0,0.02,7.779448621553884
0.3,2.5,5.0,0.05,7.716791979949875
0.3,2.5,6.0,0.0,7.949874686716792
0.3,2.5,6.0,0.01,8.263157894736842
0.3,2.5,6.0,0.02,8.265664160401002
0.3,2.5,6.0,0.05,8.388471177944862
